FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
8,Colorado,2012,8,"4,001,980   ","2,750,560   ",68.7,"2,532,901   ",63.3,"217,659   ",7.9
9,Connecticut,2012,8,"2,847,427   ","1,878,205   ",66.0,"1,720,408   ",60.4,"157,797   ",8.4
10,Delaware,2012,8,"720,044   ","446,071   ",62.0,"414,386   ",57.6,"31,685   ",7.1
11,District of Columbia,2012,8,"529,525   ","368,008   ",69.5,"335,940   ",63.4,"32,068   ",8.7
12,Florida,2012,8,"15,465,332   ","9,352,027   ",60.5,"8,556,664   ",55.3,"795,363   ",8.5
13,Georgia,2012,8,"7,489,471   ","4,775,669   ",63.8,"4,351,928   ",58.1,"423,741   ",8.9
15,Hawaii,2012,8,"1,066,807   ","649,534   ",60.9,"612,513   ",57.4,"37,021   ",5.7
16,Idaho,2012,8,"1,194,918   ","772,638   ",64.7,"716,202   ",59.9,"56,436   ",7.3
17,Illinois,2012,8,"9,997,508   ","6,588,983   ",65.9,"5,997,041   ",60.0,"591,942   ",9.0
18,Indiana,2012,8,"5,035,833   ","3,163,313   ",62.8,"2,904,676   ",57.7,"258,637   ",8.2
19,Iowa,2012,8,"2,391,195   ","1,657,235   ",69.3,"1,574,109   ",65.8,"83,126   ",5.0
20,Kansas,2012,8,"2,176,025   ","1,489,743   ",68.5,"1,405,991   ",64.6,"83,752   ",5.6
21,Kentucky,2012,8,"3,391,439   ","2,065,968   ",60.9,"1,897,095   ",55.9,"168,873   ",8.2
22,Louisiana,2012,8,"3,505,274   ","2,087,894   ",59.6,"1,950,819   ",55.7,"137,075   ",6.6
23,Maine,2012,8,"1,082,712   ","700,906   ",64.7,"650,411   ",60.1,"50,495   ",7.2
24,Maryland,2012,8,"4,607,139   ","3,126,121   ",67.9,"2,911,289   ",63.2,"214,832   ",6.9
25,Massachusetts,2012,8,"5,358,546   ","3,510,235   ",65.5,"3,274,743   ",61.1,"235,492   ",6.7
26,Michigan,2012,8,"7,796,014   ","4,685,915   ",60.1,"4,264,274   ",54.7,"421,641   ",9.0
27,Minnesota,2012,8,"4,188,566   ","2,950,631   ",70.4,"2,783,832   ",66.5,"166,799   ",5.7
28,Mississippi,2012,8,"2,254,835   ","1,329,468   ",59.0,"1,212,890   ",53.8,"116,578   ",8.8
29,Missouri,2012,8,"4,673,088   ","3,002,370   ",64.2,"2,791,175   ",59.7,"211,195   ",7.0
30,Montana,2012,8,"791,933   ","507,764   ",64.1,"478,438   ",60.4,"29,326   ",5.8
31,Nebraska,2012,8,"1,412,373   ","1,014,558   ",71.8,"975,571   ",69.1,"38,987   ",3.8
32,Nevada,2012,8,"2,127,048   ","1,367,955   ",64.3,"1,211,574   ",57.0,"156,381   ",11.4
33,New Hampshire,2012,8,"1,069,844   ","742,064   ",69.4,"700,728   ",65.5,"41,336   ",5.6
34,New Jersey,2012,8,"6,951,288   ","4,578,329   ",65.9,"4,145,792   ",59.6,"432,537   ",9.4
35,New Mexico,2012,8,"1,594,216   ","928,991   ",58.3,"864,648   ",54.2,"64,343   ",6.9
36,New York,2012,8,"15,574,554   ","9,612,652   ",61.7,"8,781,926   ",56.4,"830,726   ",8.6
37,North Carolina,2012,8,"7,514,995   ","4,731,208   ",63.0,"4,282,400   ",57.0,"448,808   ",9.5
38,North Dakota,2012,8,"545,932   ","396,531   ",72.6,"384,938   ",70.5,"11,593   ",2.9
39,Ohio,2012,8,"9,025,886   ","5,701,818   ",63.2,"5,292,044   ",58.6,"409,774   ",7.2
40,Oklahoma,2012,8,"2,897,653   ","1,798,319   ",62.1,"1,707,423   ",58.9,"90,896   ",5.1
41,Oregon,2012,8,"3,101,836   ","1,958,250   ",63.1,"1,786,947   ",57.6,"171,303   ",8.7
42,Pennsylvania,2012,8,"10,160,869   ","6,466,612   ",63.6,"5,964,896   ",58.7,"501,716   ",7.8
44,Rhode Island,2012,8,"848,493   ","561,632   ",66.2,"504,721   ",59.5,"56,911   ",10.1
45,South Carolina,2012,8,"3,660,703   ","2,190,380   ",59.8,"1,997,580   ",54.6,"192,800   ",8.8
46,South Dakota,2012,8,"632,789   ","447,503   ",70.7,"429,274   ",67.8,"18,229   ",4.1
47,Tennessee,2012,8,"5,026,242   ","3,095,301   ",61.6,"2,851,322   ",56.7,"243,979   ",7.9
48,Texas,2012,8,"19,372,177   ","12,666,216   ",65.4,"11,830,108   ",61.1,"836,108   ",6.6
49,Utah,2012,8,"2,030,026   ","1,353,555   ",66.7,"1,289,584   ",63.5,"63,971   ",4.7
50,Vermont,2012,8,"511,540   ","353,956   ",69.2,"336,820   ",65.8,"17,136   ",4.8
51,Virginia,2012,8,"6,329,538   ","4,215,085   ",66.6,"3,967,765   ",62.7,"247,320   ",5.9
53,Washington,2012,8,"5,389,609   ","3,472,450   ",64.4,"3,207,615   ",59.5,"264,835   ",7.6
54,West Virginia,2012,8,"1,488,197   ","808,788   ",54.3,"748,953   ",50.3,"59,835   ",7.4
55,Wisconsin,2012,8,"4,483,459   ","3,068,963   ",68.5,"2,856,403   ",63.7,"212,560   ",6.9
56,Wyoming,2012,8,"444,980   ","303,836   ",68.3,"287,159   ",64.5,"16,677   ",5.5
1,Alabama,2012,9,"3,750,371   ","2,182,771   ",58.2,"2,009,352   ",53.6,"173,419   ",7.9
2,Alaska,2012,9,"536,044   ","364,057   ",67.9,"338,216   ",63.1,"25,841   ",7.1
4,Arizona,2012,9,"5,023,844   ","3,058,702   ",60.9,"2,809,750   ",55.9,"248,952   ",8.1
5,Arkansas,2012,9,"2,269,551   ","1,344,172   ",59.2,"1,247,567   ",55.0,"96,605   ",7.2
6,California,2012,9,"29,367,307   ","18,515,366   ",63.0,"16,631,825   ",56.6,"1,883,541   ",10.2
8,Colorado,2012,9,"4,008,367   ","2,753,956   ",68.7,"2,539,967   ",63.4,"213,989   ",7.8
9,Connecticut,2012,9,"2,848,760   ","1,875,209   ",65.8,"1,718,236   ",60.3,"156,973   ",8.4
10,Delaware,2012,9,"720,904   ","446,070   ",61.9,"414,465   ",57.5,"31,605   ",7.1
11,District of Columbia,2012,9,"530,524   ","369,988   ",69.7,"338,002   ",63.7,"31,986   ",8.6
12,Florida,2012,9,"15,487,278   ","9,363,037   ",60.5,"8,578,931   ",55.4,"784,106   ",8.4
13,Georgia,2012,9,"7,496,368   ","4,778,749   ",63.7,"4,359,383   ",58.2,"419,366   ",8.8
15,Hawaii,2012,9,"1,067,398   ","649,620   ",60.9,"613,823   ",57.5,"35,797   ",5.5
16,Idaho,2012,9,"1,196,379   ","773,091   ",64.6,"717,238   ",60.0,"55,853   ",7.2
17,Illinois,2012,9,"10,001,763   ","6,594,683   ",65.9,"6,003,932   ",60.0,"590,751   ",9.0
18,Indiana,2012,9,"5,039,417   ","3,166,249   ",62.8,"2,907,739   ",57.7,"258,510   ",8.2
19,Iowa,2012,9,"2,393,002   ","1,658,681   ",69.3,"1,576,085   ",65.9,"82,596   ",5.0
20,Kansas,2012,9,"2,176,962   ","1,491,050   ",68.5,"1,407,653   ",64.7,"83,397   ",5.6
21,Kentucky,2012,9,"3,393,813   ","2,069,786   ",61.0,"1,901,222   ",56.0,"168,564   ",8.1
22,Louisiana,2012,9,"3,507,678   ","2,088,122   ",59.5,"1,953,077   ",55.7,"135,045   ",6.5
23,Maine,2012,9,"1,083,081   ","701,441   ",64.8,"651,204   ",60.1,"50,237   ",7.2
24,Maryland,2012,9,"4,610,857   ","3,131,152   ",67.9,"2,917,104   ",63.3,"214,048   ",6.8
25,Massachusetts,2012,9,"5,364,133   ","3,512,915   ",65.5,"3,277,612   ",61.1,"235,303   ",6.7
26,Michigan,2012,9,"7,800,273   ","4,692,724   ",60.2,"4,271,479   ",54.8,"421,245   ",9.0
27,Minnesota,2012,9,"4,192,145   ","2,955,118   ",70.5,"2,789,269   ",66.5,"165,849   ",5.6
28,Mississippi,2012,9,"2,255,957   ","1,329,339   ",58.9,"1,213,704   ",53.8,"115,635   ",8.7
29,Missouri,2012,9,"4,675,357   ","3,005,264   ",64.3,"2,795,016   ",59.8,"210,248   ",7.0
30,Montana,2012,9,"792,794   ","508,244   ",64.1,"479,327   ",60.5,"28,917   ",5.7
31,Nebraska,2012,9,"1,413,365   ","1,016,381   ",71.9,"977,411   ",69.2,"38,970   ",3.8
32,Nevada,2012,9,"2,129,876   ","1,368,573   ",64.3,"1,214,739   ",57.0,"153,834   ",11.2
33,New Hampshire,2012,9,"1,070,476   ","742,994   ",69.4,"701,639   ",65.5,"41,355   ",5.6
34,New Jersey,2012,9,"6,954,698   ","4,581,093   ",65.9,"4,151,159   ",59.7,"429,934   ",9.4
35,New Mexico,2012,9,"1,595,140   ","930,861   ",58.4,"866,333   ",54.3,"64,528   ",6.9
36,New York,2012,9,"15,583,608   ","9,625,882   ",61.8,"8,802,411   ",56.5,"823,471   ",8.6
37,North Carolina,2012,9,"7,523,085   ","4,743,200   ",63.0,"4,293,726   ",57.1,"449,474   ",9.5
38,North Dakota,2012,9,"547,240   ","397,001   ",72.5,"385,324   ",70.4,"11,677   ",2.9
39,Ohio,2012,9,"9,030,686   ","5,702,365   ",63.1,"5,293,329   ",58.6,"409,036   ",7.2
40,Oklahoma,2012,9,"2,900,237   ","1,800,762   ",62.1,"1,709,795   ",59.0,"90,967   ",5.1
41,Oregon,2012,9,"3,104,634   ","1,954,589   ",63.0,"1,784,773   ",57.5,"169,816   ",8.7
42,Pennsylvania,2012,9,"10,164,609   ","6,473,455   ",63.7,"5,972,618   ",58.8,"500,837   ",7.7
44,Rhode Island,2012,9,"848,814   ","562,634   ",66.3,"506,423   ",59.7,"56,211   ",10.0
45,South Carolina,2012,9,"3,664,894   ","2,193,195   ",59.8,"2,003,396   ",54.7,"189,799   ",8.7
46,South Dakota,2012,9,"633,461   ","447,850   ",70.7,"429,788   ",67.8,"18,062   ",4.0
47,Tennessee,2012,9,"5,030,564   ","3,098,402   ",61.6,"2,855,937   ",56.8,"242,465   ",7.8
48,Texas,2012,9,"19,403,718   ","12,683,588   ",65.4,"11,857,386   ",61.1,"826,202   ",6.5
49,Utah,2012,9,"2,033,498   ","1,357,700   ",66.8,"1,294,133   ",63.6,"63,567   ",4.7
50,Vermont,2012,9,"511,749   ","353,835   ",69.1,"336,908   ",65.8,"16,927   ",4.8
51,Virginia,2012,9,"6,334,899   ","4,221,076   ",66.6,"3,976,567   ",62.8,"244,509   ",5.8
53,Washington,2012,9,"5,394,909   ","3,470,187   ",64.3,"3,212,569   ",59.5,"257,618   ",7.4
54,West Virginia,2012,9,"1,488,356   ","808,686   ",54.3,"749,108   ",50.3,"59,578   ",7.4
55,Wisconsin,2012,9,"4,486,283   ","3,070,787   ",68.4,"2,859,838   ",63.7,"210,949   ",6.9
56,Wyoming,2012,9,"445,436   ","303,842   ",68.2,"287,381   ",64.5,"16,461   ",5.4
1,Alabama,2012,10,"3,752,500   ","2,184,006   ",58.2,"2,012,918   ",53.6,"171,088   ",7.8
2,Alaska,2012,10,"536,291   ","364,283   ",67.9,"338,526   ",63.1,"25,757   ",7.1
4,Arizona,2012,10,"5,030,865   ","3,060,209   ",60.8,"2,812,844   ",55.9,"247,365   ",8.1
5,Arkansas,2012,10,"2,270,630   ","1,342,472   ",59.1,"1,246,289   ",54.9,"96,183   ",7.2
6,California,2012,10,"29,397,331   ","18,536,565   ",63.1,"16,678,616   ",56.7,"1,857,949   ",10.0
8,Colorado,2012,10,"4,014,667   ","2,757,466   ",68.7,"2,546,891   ",63.4,"210,575   ",7.6
9,Connecticut,2012,10,"2,849,989   ","1,873,204   ",65.7,"1,716,902   ",60.2,"156,302   ",8.3
10,Delaware,2012,10,"721,681   ","446,007   ",61.8,"414,443   ",57.4,"31,564   ",7.1
11,District of Columbia,2012,10,"531,530   ","371,781   ",69.9,"339,713   ",63.9,"32,068   ",8.6
12,Florida,2012,10,"15,508,601   ","9,372,631   ",60.4,"8,597,972   ",55.4,"774,659   ",8.3
13,Georgia,2012,10,"7,503,210   ","4,780,398   ",63.7,"4,364,003   ",58.2,"416,395   ",8.7
15,Hawaii,2012,10,"1,068,094   ","649,565   ",60.8,"614,838   ",57.6,"34,727   ",5.3
16,Idaho,2012,10,"1,197,771   ","773,385   ",64.6,"718,040   ",59.9,"55,345   ",7.2
17,Illinois,2012,10,"10,005,658   ","6,598,498   ",65.9,"6,006,076   ",60.0,"592,422   ",9.0
18,Indiana,2012,10,"5,042,788   ","3,169,729   ",62.9,"2,910,539   ",57.7,"259,190   ",8.2
19,Iowa,2012,10,"2,394,680   ","1,660,482   ",69.3,"1,578,228   ",65.9,"82,254   ",5.0
20,Kansas,2012,10,"2,177,847   ","1,492,122   ",68.5,"1,408,760   ",64.7,"83,362   ",5.6
21,Kentucky,2012,10,"3,396,151   ","2,072,317   ",61.0,"1,904,250   ",56.1,"168,067   ",8.1
22,Louisiana,2012,10,"3,510,000   ","2,089,992   ",59.5,"1,955,491   ",55.7,"134,501   ",6.4
23,Maine,2012,10,"1,083,447   ","702,058   ",64.8,"652,017   ",60.2,"50,041   ",7.1
24,Maryland,2012,10,"4,614,496   ","3,135,207   ",67.9,"2,921,744   ",63.3,"213,463   ",6.8
25,Massachusetts,2012,10,"5,369,430   ","3,514,788   ",65.5,"3,279,317   ",61.1,"235,471   ",6.7
26,Michigan,2012,10,"7,804,152   ","4,699,999   ",60.2,"4,278,209   ",54.8,"421,790   ",9.0
27,Minnesota,2012,10,"4,195,557   ","2,959,485   ",70.5,"2,795,149   ",66.6,"164,336   ",5.6
28,Mississippi,2012,10,"2,257,102   ","1,328,815   ",58.9,"1,213,839   ",53.8,"114,976   ",8.7
29,Missouri,2012,10,"4,677,466   ","3,007,710   ",64.3,"2,797,738   ",59.8,"209,972   ",7.0
30,Montana,2012,10,"793,568   ","508,604   ",64.1,"480,064   ",60.5,"28,540   ",5.6
31,Nebraska,2012,10,"1,414,318   ","1,017,762   ",72.0,"978,737   ",69.2,"39,025   ",3.8
32,Nevada,2012,10,"2,132,662   ","1,369,063   ",64.2,"1,217,434   ",57.1,"151,629   ",11.1
33,New Hampshire,2012,10,"1,071,126   ","743,749   ",69.4,"702,413   ",65.6,"41,336   ",5.6
34,New Jersey,2012,10,"6,957,710   ","4,583,579   ",65.9,"4,156,020   ",59.7,"427,559   ",9.3
35,New Mexico,2012,10,"1,595,974   ","932,379   ",58.4,"867,580   ",54.4,"64,799   ",6.9
36,New York,2012,10,"15,591,781   ","9,638,067   ",61.8,"8,820,734   ",56.6,"817,333   ",8.5
37,North Carolina,2012,10,"7,531,080   ","4,752,900   ",63.1,"4,302,880   ",57.1,"450,020   ",9.5
38,North Dakota,2012,10,"548,547   ","397,453   ",72.5,"385,682   ",70.3,"11,771   ",3.0
39,Ohio,2012,10,"9,035,065   ","5,703,549   ",63.1,"5,291,979   ",58.6,"411,570   ",7.2
40,Oklahoma,2012,10,"2,902,708   ","1,802,490   ",62.1,"1,711,251   ",59.0,"91,239   ",5.1
41,Oregon,2012,10,"3,107,259   ","1,950,570   ",62.8,"1,782,030   ",57.4,"168,540   ",8.6
42,Pennsylvania,2012,10,"10,167,893   ","6,477,053   ",63.7,"5,977,594   ",58.8,"499,459   ",7.7
44,Rhode Island,2012,10,"849,110   ","563,279   ",66.3,"507,798   ",59.8,"55,481   ",9.8
45,South Carolina,2012,10,"3,669,142   ","2,196,167   ",59.9,"2,008,369   ",54.7,"187,798   ",8.6
46,South Dakota,2012,10,"634,099   ","448,011   ",70.7,"430,176   ",67.8,"17,835   ",4.0
47,Tennessee,2012,10,"5,034,781   ","3,101,365   ",61.6,"2,859,257   ",56.8,"242,108   ",7.8
48,Texas,2012,10,"19,434,632   ","12,700,534   ",65.4,"11,879,763   ",61.1,"820,771   ",6.5
49,Utah,2012,10,"2,036,856   ","1,361,555   ",66.8,"1,298,314   ",63.7,"63,241   ",4.6
50,Vermont,2012,10,"511,935   ","353,543   ",69.1,"336,872   ",65.8,"16,671   ",4.7
51,Virginia,2012,10,"6,340,613   ","4,226,595   ",66.7,"3,984,368   ",62.8,"242,227   ",5.7
53,Washington,2012,10,"5,400,070   ","3,467,617   ",64.2,"3,216,647   ",59.6,"250,970   ",7.2
54,West Virginia,2012,10,"1,488,439   ","808,416   ",54.3,"749,232   ",50.3,"59,184   ",7.3
55,Wisconsin,2012,10,"4,488,898   ","3,072,854   ",68.5,"2,862,941   ",63.8,"209,913   ",6.8
56,Wyoming,2012,10,"445,861   ","303,715   ",68.1,"287,540   ",64.5,"16,175   ",5.3
1,Alabama,2012,11,"3,754,422   ","2,184,400   ",58.2,"2,015,057   ",53.7,"169,343   ",7.8
2,Alaska,2012,11,"536,679   ","364,384   ",67.9,"338,657   ",63.1,"25,727   ",7.1
4,Arizona,2012,11,"5,037,642   ","3,060,910   ",60.8,"2,814,217   ",55.9,"246,693   ",8.1
5,Arkansas,2012,11,"2,271,525   ","1,340,897   ",59.0,"1,244,873   ",54.8,"96,024   ",7.2
6,California,2012,11,"29,427,545   ","18,553,309   ",63.0,"16,717,341   ",56.8,"1,835,968   ",9.9
8,Colorado,2012,11,"4,020,894   ","2,760,368   ",68.7,"2,552,987   ",63.5,"207,381   ",7.5
9,Connecticut,2012,11,"2,851,060   ","1,871,522   ",65.6,"1,715,773   ",60.2,"155,749   ",8.3
10,Delaware,2012,11,"722,434   ","445,776   ",61.7,"414,226   ",57.3,"31,550   ",7.1
11,District of Columbia,2012,11,"532,434   ","373,228   ",70.1,"340,978   ",64.0,"32,250   ",8.6
12,Florida,2012,11,"15,529,025   ","9,379,264   ",60.4,"8,612,023   ",55.5,"767,241   ",8.2
13,Georgia,2012,11,"7,510,285   ","4,779,443   ",63.6,"4,365,109   ",58.1,"414,334   ",8.7
15,Hawaii,2012,11,"1,069,163   ","649,173   ",60.7,"615,327   ",57.6,"33,846   ",5.2
16,Idaho,2012,11,"1,199,143   ","773,460   ",64.5,"718,524   ",59.9,"54,936   ",7.1
17,Illinois,2012,11,"10,009,289   ","6,598,094   ",65.9,"6,001,684   ",60.0,"596,410   ",9.0
18,Indiana,2012,11,"5,045,719   ","3,172,886   ",62.9,"2,912,626   ",57.7,"260,260   ",8.2
19,Iowa,2012,11,"2,396,074   ","1,661,913   ",69.4,"1,579,766   ",65.9,"82,147   ",4.9
20,Kansas,2012,11,"2,178,728   ","1,492,672   ",68.5,"1,409,248   ",64.7,"83,424   ",5.6
21,Kentucky,2012,11,"3,398,358   ","2,073,384   ",61.0,"1,905,934   ",56.1,"167,450   ",8.1
22,Louisiana,2012,11,"3,512,113   ","2,092,996   ",59.6,"1,957,453   ",55.7,"135,543   ",6.5
23,Maine,2012,11,"1,083,716   ","702,606   ",64.8,"652,681   ",60.2,"49,925   ",7.1
24,Maryland,2012,11,"4,617,887   ","3,137,652   ",67.9,"2,924,538   ",63.3,"213,114   ",6.8
25,Massachusetts,2012,11,"5,374,322   ","3,515,318   ",65.4,"3,279,422   ",61.0,"235,896   ",6.7
26,Michigan,2012,11,"7,807,358   ","4,706,523   ",60.3,"4,283,628   ",54.9,"422,895   ",9.0
27,Minnesota,2012,11,"4,198,575   ","2,962,759   ",70.6,"2,800,283   ",66.7,"162,476   ",5.5
28,Mississippi,2012,11,"2,258,163   ","1,327,884   ",58.8,"1,213,261   ",53.7,"114,623   ",8.6
29,Missouri,2012,11,"4,679,343   ","3,008,994   ",64.3,"2,799,168   ",59.8,"209,826   ",7.0
30,Montana,2012,11,"794,361   ","508,875   ",64.1,"480,628   ",60.5,"28,247   ",5.6
31,Nebraska,2012,11,"1,415,169   ","1,018,499   ",72.0,"979,433   ",69.2,"39,066   ",3.8
32,Nevada,2012,11,"2,135,395   ","1,369,310   ",64.1,"1,219,490   ",57.1,"149,820   ",10.9
33,New Hampshire,2012,11,"1,071,681   ","744,167   ",69.4,"702,822   ",65.6,"41,345   ",5.6
34,New Jersey,2012,11,"6,960,227   ","4,584,357   ",65.9,"4,159,323   ",59.8,"425,034   ",9.3
35,New Mexico,2012,11,"1,596,869   ","933,099   ",58.4,"868,064   ",54.4,"65,035   ",7.0
36,New York,2012,11,"15,598,977   ","9,645,668   ",61.8,"8,833,612   ",56.6,"812,056   ",8.4
37,North Carolina,2012,11,"7,539,565   ","4,758,979   ",63.1,"4,308,809   ",57.1,"450,170   ",9.5
38,North Dakota,2012,11,"549,819   ","397,899   ",72.4,"386,044   ",70.2,"11,855   ",3.0
39,Ohio,2012,11,"9,038,657   ","5,703,304   ",63.1,"5,287,084   ",58.5,"416,220   ",7.3
40,Oklahoma,2012,11,"2,905,208   ","1,802,927   ",62.1,"1,711,235   ",58.9,"91,692   ",5.1
41,Oregon,2012,11,"3,109,580   ","1,945,807   ",62.6,"1,778,641   ",57.2,"167,166   ",8.6
42,Pennsylvania,2012,11,"10,170,070   ","6,475,700   ",63.7,"5,977,993   ",58.8,"497,707   ",7.7
44,Rhode Island,2012,11,"849,371   ","563,414   ",66.3,"508,614   ",59.9,"54,800   ",9.7
45,South Carolina,2012,11,"3,673,606   ","2,198,590   ",59.8,"2,011,982   ",54.8,"186,608   ",8.5
46,South Dakota,2012,11,"634,713   ","447,969   ",70.6,"430,360   ",67.8,"17,609   ",3.9
47,Tennessee,2012,11,"5,038,650   ","3,103,321   ",61.6,"2,860,286   ",56.8,"243,035   ",7.8
48,Texas,2012,11,"19,465,766   ","12,716,045   ",65.3,"11,895,325   ",61.1,"820,720   ",6.5
49,Utah,2012,11,"2,040,092   ","1,364,818   ",66.9,"1,301,946   ",63.8,"62,872   ",4.6
50,Vermont,2012,11,"512,079   ","353,111   ",69.0,"336,683   ",65.7,"16,428   ",4.7
51,Virginia,2012,11,"6,346,515   ","4,230,245   ",66.7,"3,989,727   ",62.9,"240,518   ",5.7
53,Washington,2012,11,"5,405,191   ","3,464,221   ",64.1,"3,219,140   ",59.6,"245,081   ",7.1
54,West Virginia,2012,11,"1,488,374   ","807,801   ",54.3,"749,142   ",50.3,"58,659   ",7.3
55,Wisconsin,2012,11,"4,491,084   ","3,074,792   ",68.5,"2,864,732   ",63.8,"210,060   ",6.8
56,Wyoming,2012,11,"446,255   ","303,456   ",68.0,"287,578   ",64.4,"15,878   ",5.2
1,Alabama,2012,12,"3,756,121   ","2,183,700   ",58.1,"2,015,725   ",53.7,"167,975   ",7.7
2,Alaska,2012,12,"537,018   ","364,287   ",67.8,"338,581   ",63.0,"25,706   ",7.1
4,Arizona,2012,12,"5,044,028   ","3,060,362   ",60.7,"2,813,704   ",55.8,"246,658   ",8.1
5,Arkansas,2012,12,"2,272,297   ","1,339,452   ",58.9,"1,243,386   ",54.7,"96,066   ",7.2
6,California,2012,12,"29,455,494   ","18,562,700   ",63.0,"16,747,321   ",56.9,"1,815,379   ",9.8
8,Colorado,2012,12,"4,026,842   ","2,762,211   ",68.6,"2,558,031   ",63.5,"204,180   ",7.4
9,Connecticut,2012,12,"2,851,914   ","1,869,431   ",65.6,"1,714,212   ",60.1,"155,219   ",8.3
10,Delaware,2012,12,"723,135   ","445,343   ",61.6,"413,820   ",57.2,"31,523   ",7.1
11,District of Columbia,2012,12,"533,355   ","374,209   ",70.2,"341,766   ",64.1,"32,443   ",8.7
12,Florida,2012,12,"15,548,277   ","9,382,701   ",60.3,"8,621,568   ",55.5,"761,133   ",8.1
13,Georgia,2012,12,"7,516,903   ","4,776,076   ",63.5,"4,363,590   ",58.1,"412,486   ",8.6
15,Hawaii,2012,12,"1,070,064   ","648,487   ",60.6,"615,337   ",57.5,"33,150   ",5.1
16,Idaho,2012,12,"1,200,386   ","773,323   ",64.4,"718,703   ",59.9,"54,620   ",7.1
17,Illinois,2012,12,"10,012,126   ","6,592,899   ",65.8,"5,991,770   ",59.8,"601,129   ",9.1
18,Indiana,2012,12,"5,048,319   ","3,175,152   ",62.9,"2,914,128   ",57.7,"261,024   ",8.2
19,Iowa,2012,12,"2,397,326   ","1,662,647   ",69.4,"1,580,457   ",65.9,"82,190   ",4.9
20,Kansas,2012,12,"2,179,407   ","1,492,648   ",68.5,"1,409,265   ",64.7,"83,383   ",5.6
21,Kentucky,2012,12,"3,400,281   ","2,072,953   ",61.0,"1,906,182   ",56.1,"166,771   ",8.0
22,Louisiana,2012,12,"3,514,047   ","2,096,245   ",59.7,"1,958,519   ",55.7,"137,726   ",6.6
23,Maine,2012,12,"1,083,895   ","703,024   ",64.9,"653,171   ",60.3,"49,853   ",7.1
24,Maryland,2012,12,"4,621,036   ","3,138,497   ",67.9,"2,925,667   ",63.3,"212,830   ",6.8
25,Massachusetts,2012,12,"5,378,843   ","3,514,801   ",65.3,"3,278,423   ",61.0,"236,378   ",6.7
26,Michigan,2012,12,"7,810,081   ","4,711,644   ",60.3,"4,287,975   ",54.9,"423,669   ",9.0
27,Minnesota,2012,12,"4,201,294   ","2,964,526   ",70.6,"2,803,934   ",66.7,"160,592   ",5.4
28,Mississippi,2012,12,"2,259,083   ","1,326,506   ",58.7,"1,212,063   ",53.7,"114,443   ",8.6
29,Missouri,2012,12,"4,680,944   ","3,009,177   ",64.3,"2,799,741   ",59.8,"209,436   ",7.0
30,Montana,2012,12,"795,056   ","509,103   ",64.0,"481,061   ",60.5,"28,042   ",5.5
31,Nebraska,2012,12,"1,415,931   ","1,018,587   ",71.9,"979,573   ",69.2,"39,014   ",3.8
32,Nevada,2012,12,"2,137,941   ","1,369,233   ",64.0,"1,220,968   ",57.1,"148,265   ",10.8
33,New Hampshire,2012,12,"1,072,177   ","744,222   ",69.4,"702,860   ",65.6,"41,362   ",5.6
34,New Jersey,2012,12,"6,962,332   ","4,582,248   ",65.8,"4,160,353   ",59.8,"421,895   ",9.2
35,New Mexico,2012,12,"1,597,581   ","933,029   ",58.4,"867,842   ",54.3,"65,187   ",7.0
36,New York,2012,12,"15,605,129   ","9,647,282   ",61.8,"8,840,572   ",56.7,"806,710   ",8.4
37,North Carolina,2012,12,"7,547,372   ","4,761,413   ",63.1,"4,311,658   ",57.1,"449,755   ",9.4
38,North Dakota,2012,12,"551,094   ","398,367   ",72.3,"386,448   ",70.1,"11,919   ",3.0
39,Ohio,2012,12,"9,041,658   ","5,701,489   ",63.1,"5,279,998   ",58.4,"421,491   ",7.4
40,Oklahoma,2012,12,"2,907,466   ","1,802,218   ",62.0,"1,709,988   ",58.8,"92,230   ",5.1
41,Oregon,2012,12,"3,111,712   ","1,940,426   ",62.4,"1,775,016   ",57.0,"165,410   ",8.5
42,Pennsylvania,2012,12,"10,171,681   ","6,469,454   ",63.6,"5,974,427   ",58.7,"495,027   ",7.7
44,Rhode Island,2012,12,"849,569   ","562,969   ",66.3,"508,737   ",59.9,"54,232   ",9.6
45,South Carolina,2012,12,"3,677,820   ","2,199,962   ",59.8,"2,014,398   ",54.8,"185,564   ",8.4
46,South Dakota,2012,12,"635,283   ","447,801   ",70.5,"430,364   ",67.7,"17,437   ",3.9
47,Tennessee,2012,12,"5,042,229   ","3,103,871   ",61.6,"2,859,008   ",56.7,"244,863   ",7.9
48,Texas,2012,12,"19,495,239   ","12,730,458   ",65.3,"11,905,455   ",61.1,"825,003   ",6.5
49,Utah,2012,12,"2,043,202   ","1,367,434   ",66.9,"1,305,067   ",63.9,"62,367   ",4.6
50,Vermont,2012,12,"512,177   ","352,575   ",68.8,"336,348   ",65.7,"16,227   ",4.6
51,Virginia,2012,12,"6,351,838   ","4,231,663   ",66.6,"3,992,299   ",62.9,"239,364   ",5.7
53,Washington,2012,12,"5,409,915   ","3,459,702   ",64.0,"3,219,911   ",59.5,"239,791   ",6.9
54,West Virginia,2012,12,"1,488,239   ","806,607   ",54.2,"748,703   ",50.3,"57,904   ",7.2
